"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-01","2021","01","01","","-4.9","","-11.8","","-8.3","","26.3","","0.0","","","","","","0.0","","15","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-02","2021","01","02","","-3.7","","-12.7","","-8.2","","26.2","","0.0","","","","","","8.7","","19","","10","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-03","2021","01","03","","-3.4","","-13.9","","-8.6","","26.6","","0.0","","","","","","0.0","","23","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-04","2021","01","04","","-2.0","","-7.2","","-4.6","","22.6","","0.0","","","","","","0.0","","22","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-05","2021","01","05","","-2.4","","-5.1","","-3.7","","21.7","","0.0","","","","","","0.0","","19","","6","","42",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-06","2021","01","06","","-0.8","","-14.0","","-7.4","","25.4","","0.0","","","","","","0.0","","17","","33","","31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-07","2021","01","07","","-0.4","","-10.4","","-5.4","","23.4","","0.0","","","","","","0.0","","17","","29","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-08","2021","01","08","","-4.0","","-13.6","","-8.8","","26.8","","0.0","","","","","","0.0","","17","","31","","43",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-09","2021","01","09","","-1.2","","-11.3","","-6.3","","24.3","","0.0","","","","","","0.0","","16","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-10","2021","01","10","","-4.8","","-17.0","","-10.9","","28.9","","0.0","","","","","","0.0","","16","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-11","2021","01","11","","-4.3","","-7.6","","-6.0","","24.0","","0.0","","","","","","0.6","","16","","27","","31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-12","2021","01","12","","-0.7","","-6.4","","-3.6","","21.6","","0.0","","","","","","1.1","","17","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-13","2021","01","13","","-0.8","","-2.8","","-1.8","","19.8","","0.0","","","","","","0.7","","17","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-14","2021","01","14","","0.5","","-2.7","","-1.1","","19.1","","0.0","","","","","","0.4","","19","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-15","2021","01","15","","1.9","","-3.2","","-0.7","","18.7","","0.0","","","","","","0.0","","18","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-16","2021","01","16","","0.3","","-2.4","","-1.0","","19.0","","0.0","","","","","","8.2","","18","","7","","72",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-17","2021","01","17","","0.0","","-2.9","","-1.5","","19.5","","0.0","","","","","","1.5","","27","","27","","42",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-18","2021","01","18","","-2.9","","-13.8","","-8.4","","26.4","","0.0","","","","","","0.0","","26","","25","","42",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-19","2021","01","19","","-9.7","","-17.4","","-13.5","","31.5","","0.0","","","","","","0.0","","24","","24","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-20","2021","01","20","","-7.3","","-21.5","","-14.4","","32.4","","0.0","","","","","","0.4","","24","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-21","2021","01","21","","-9.0","","-22.8","","-15.9","","33.9","","0.0","","","","","","2.4","","28","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-22","2021","01","22","","-6.6","","-13.3","","-9.9","","27.9","","0.0","","","","","","3.5","","29","","8","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-23","2021","01","23","","-7.3","","-14.0","","-10.7","","28.7","","0.0","","","","","","0.0","","32","","26","","38",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-24","2021","01","24","","-9.1","","-15.3","","-12.2","","30.2","","0.0","","","","","","0.0","","24","","23","","40",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-25","2021","01","25","","-8.7","","-15.6","","-12.1","","30.1","","0.0","","","","","","0.0","","23","","24","","38",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-26","2021","01","26","","-3.7","","-21.9","","-12.8","","30.8","","0.0","","","","","","0.0","","21","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-27","2021","01","27","","-0.5","","-4.2","","-2.3","","20.3","","0.0","","","","","","0.0","","21","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-28","2021","01","28","","-2.9","","-12.7","","-7.8","","25.8","","0.0","","","","","","0.0","","22","","28","","31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-29","2021","01","29","","-9.4","","-14.0","","-11.7","","29.7","","0.0","","","","","","0.0","","22","","30","","32",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-30","2021","01","30","","-11.0","","-21.8","","-16.4","","34.4","","0.0","","","","","","0.0","","21","","33","","33",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-01-31","2021","01","31","","-12.6","","-27.9","","-20.3","","38.3","","0.0","","","","","","0.0","","22","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-01","2021","02","01","","-3.5","","-23.7","","-13.6","","31.6","","0.0","","","","","","0.1","","22","","6","","35",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-02","2021","02","02","","0.6","","-5.3","","-2.3","","20.3","","0.0","","","","","","0.9","","21","","6","","63",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-03","2021","02","03","","1.9","","-4.0","","-1.1","","19.1","","0.0","","","","","","13.3","","33","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-04","2021","02","04","","1.8","","-16.0","","-7.1","","25.1","","0.0","","","","","","0.2","","34","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-05","2021","02","05","","-2.0","","-18.9","","-10.5","","28.5","","0.0","","","","","","6.2","","33","","11","","34",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-06","2021","02","06","","-2.1","","-10.1","","-6.1","","24.1","","0.0","","","","","","0.0","","39","","24","","44",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-07","2021","02","07","","-4.5","","-22.7","","-13.6","","31.6","","0.0","","","","","","2.8","","34","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-08","2021","02","08","","-7.0","","-19.7","","-13.3","","31.3","","0.0","","","","","","0.0","","38","","27","","43",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-09","2021","02","09","","-7.0","","-26.5","","-16.8","","34.8","","0.0","","","","","","0.0","","34","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-10","2021","02","10","","-7.3","","-23.2","","-15.3","","33.3","","0.0","","","","","","0.1","","33","","27","","40",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-11","2021","02","11","","-10.5","","-27.2","","-18.9","","36.9","","0.0","","","","","","0.0","","32","","27","","47",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-12","2021","02","12","","-13.2","","-19.4","","-16.3","","34.3","","0.0","","","","","","0.0","","33","","25","","34",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-13","2021","02","13","","-11.1","","-18.1","","-14.6","","32.6","","0.0","","","","","","0.0","","33","","25","","31",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-14","2021","02","14","","-6.3","","-14.5","","-10.4","","28.4","","0.0","","","","","","1.3","","34","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-15","2021","02","15","","-6.4","","-15.7","","-11.0","","29.0","","0.0","","","","","","1.3","","37","","","","",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-16","2021","02","16","","-5.5","","-9.9","","-7.7","","25.7","","0.0","","","","","","14.6","","43","","5","","51",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-17","2021","02","17","","-6.7","","-20.4","","-13.5","","31.5","","0.0","","","","","","0.0","","49","","26","","40",""
"-71.38","46.80","QUEBEC/JEAN LESAGE INTL","701S001","2021-02-18","2021","02","18","","-5.9","","-26.4","","-16.1","","34.1","","0.0","","","","","","0.0","","45","","","","",""
